Id,ACC_Graduated_Status__c,SoldDate__c,AOV_Band__c
0013000001FjoJUAAZ,,1/30/14,$10k-50k
0013000001GEFG3AAP,,2/16/14,$100k-200k
0013000001GEew5AAD,,2/2/14,$10k-50k
0013000001FjpV6AAJ,,1/31/14,$10k-50k
0013000001Fjm4yAAB,,1/31/14,$10k-50k
0013000001GEGW8AAP,,2/13/14,$10k-50k
0013000001GEhbjAAD,,2/15/14,$50k-100k
0013000001GEewAAAT,,2/26/14,$10k-50k
0013000001Fjo9tAAB,,1/30/14,$10k-50k
0013000001FjkQpAAJ,,1/30/14,$10k-50k
0013000001FjkTeAAJ,,1/30/14,$10k-50k
0013000001FjkbnAAB,,2/3/14,$10k-50k
0013000001FjiCHAAZ,,2/2/14,$10k-50k
0013000001FjiSFAAZ,,2/10/14,$10k-50k
0013000001FjifJAAR,,1/27/14,$10k-50k
0013000001GF4snAAD,,2/3/14,$10k-50k
0013000001FjpjhAAB,,1/31/14,$50k-100k
0013000001Fk7X5AAJ,,2/18/14,$10k-50k
0013000001FjyFYAAZ,,2/21/14,$10k-50k
0013000001Fk1v4AAB,,2/18/14,$10k-50k
0013000001GGDODAA5,,2/7/14,$10k-50k
0013000001GFCUrAAP,,2/24/14,$10k-50k
0013000001GUzJtAAL,,2/14/14,$10k-50k
0013000001GUzFhAAL,,2/15/14,$10k-50k
0013000001GUxqgAAD,,2/21/14,$10k-50k
0013000001Gh2DyAAJ,,2/21/14,$10k-50k
0013000001GV43sAAD,,2/21/14,$10k-50k
0013000001GV42BAAT,,2/21/14,$10k-50k
0013000001CATXcAAP,,2/13/14,$10k-50k
0013000001CATRyAAP,,1/14/14,$100k-200k
0013000001CAaqDAAT,,2/15/14,$10k-50k
0013000001CAbYMAA1,,2/15/14,$50k-100k
0013000001CAYqCAAX,,1/10/14,$10k-50k
0013000001CAbE0AAL,,12/31/13,$10k-50k
0013000001CAdnSAAT,,1/31/14,$10k-50k
0013000001CAdAgAAL,Failed,12/4/13,$10k-50k
0013000001CAhCRAA1,,12/30/13,$50k-100k
0013000001CAiCNAA1,,1/15/14,$10k-50k
0013000001CAkFmAAL,,2/2/14,$10k-50k
00130000016i7KCAAY,,2/15/14,$10k-50k
0013000001FiwPvAAJ,,2/15/14,$10k-50k
00130000016iBd3AAE,Failed,10/19/13,$10k-50k
00130000016iBXUAA2,Failed,12/12/13,$50k-100k
0013000001CD9rFAAT,Failed,10/22/13,$10k-50k
0013000000rp1K7AAI,Failed,10/15/13,$50k-100k
0013000000ZmV6xAAF,Failed,12/12/13,$10k-50k
0013000001CBCHaAAP,Failed,10/1/13,$10k-50k
0013000000ZmV9wAAF,,1/31/14,$10k-50k
0013000000ZmXV3AAN,,2/2/14,$10k-50k
0013000000ZmVbsAAF,Failed,12/15/13,$10k-50k
0013000000hJv2MAAS,,1/15/14,$10k-50k
00130000016iMt6AAE,,2/7/14,$10k-50k
0013000000rpSUmAAM,Failed,11/3/13,$10k-50k
0013000000rpQdrAAE,,2/15/14,$10k-50k
0013000000rpSe3AAE,,1/15/14,$10k-50k
0013000001FjmZsAAJ,,1/31/14,$10k-50k
00130000016jQ4HAAU,,2/13/14,$10k-50k
0013000000rnxsNAAQ,,1/24/14,$50k-100k
0013000000rpKZRAA2,,12/30/13,$10k-50k
0013000000rpLy3AAE,Failed,10/13/13,$50k-100k
0013000000rpLLkAAM,,2/16/14,$10k-50k
0013000000ZmMwyAAF,Failed,11/23/13,$10k-50k
0013000000rpxbRAAQ,,2/15/14,$10k-50k
0013000000rp8tkAAA,,1/13/14,$10k-50k
0013000000ZmDYjAAN,,1/1/14,$10k-50k
0013000000ZmGHdAAN,,2/15/14,$10k-50k
0013000000ZmDx5AAF,,1/26/14,$10k-50k
0013000000rngyEAAQ,Failed,11/14/13,$10k-50k
0013000000Zm96EAAR,Failed,10/2/13,$10k-50k
0013000000rpesmAAA,Failed,12/15/13,$50k-100k
0013000000hLgCJAA0,,2/14/14,$10k-50k
0013000000rpf52AAA,Failed,12/14/13,$100k-200k
0013000000NQGq9AAH,Failed,10/15/13,$50k-100k
0013000000RYPypAAH,,2/15/14,$10k-50k
0013000000NSzztAAD,,2/15/14,$10k-50k
0013000000hLbfzAAC,Failed,11/6/13,$10k-50k
0013000000hLsVIAA0,,2/14/14,$10k-50k
0013000001CBWGmAAP,,9/30/13,$10k-50k
0013000000hLedRAAS,,1/1/14,$10k-50k
0013000000hKpzUAAS,,1/31/14,$10k-50k
0013000000hIl1bAAC,Failed,12/3/13,$50k-100k
0013000000rpv3XAAQ,Failed,11/13/13,$10k-50k
0013000001CCctVAAT,Failed,10/14/13,$10k-50k
0013000001CBhV8AAL,Failed,11/15/13,$10k-50k
0013000001Fj2GKAAZ,,2/2/14,$10k-50k
0013000000rnSfAAAU,,1/8/14,$10k-50k
0013000000Zm6UxAAJ,,12/31/13,$10k-50k
0013000000hIkHTAA0,,2/15/14,$10k-50k
0013000000hJxewAAC,,2/15/14,$50k-100k
0013000000rnIErAAM,Failed,11/14/13,$10k-50k
0013000000rnJyMAAU,,2/10/14,$50k-100k
0013000000rnOziAAE,,2/15/14,$10k-50k
0013000000hIe5UAAS,,1/28/14,$10k-50k
0013000000hIfBAAA0,,2/15/14,$100k-200k
0013000000hIf8QAAS,Failed,11/12/13,$10k-50k
0013000000hIfCDAA0,Failed,11/4/13,$10k-50k
0013000000hLC79AAG,,2/14/14,$10k-50k
00130000016iVUlAAM,Failed,10/1/13,$10k-50k
0013000001CChWmAAL,,12/31/13,$10k-50k
0013000000hL0WrAAK,Failed,10/30/13,$10k-50k
0013000000rolWaAAI,Failed,12/14/13,$10k-50k
0013000000NQPpXAAX,Failed,10/4/13,$10k-50k
0013000000NQR93AAH,,12/30/13,$50k-100k
0013000000NQWYqAAP,,2/10/14,$10k-50k
0013000000Zm18OAAR,Failed,11/17/13,$10k-50k
0013000000ZlzdtAAB,,2/15/14,$10k-50k
0013000001CDz4jAAD,,1/17/14,$10k-50k
0013000001EYTNVAA5,,1/9/14,$50k-100k
00130000016g9HOAAY,,1/15/14,$100k-200k
00130000016g7JpAAI,Failed,10/15/13,$10k-50k
0013000001CE0uAAAT,,12/31/13,$10k-50k
00130000016ie1FAAQ,Failed,11/29/13,$10k-50k
00130000016ijX7AAI,Failed,10/2/13,$10k-50k
0013000001CAqPkAAL,,1/5/14,$10k-50k
0013000001CAoAiAAL,Failed,12/15/13,$50k-100k
0013000001CApYHAA1,Failed,10/5/13,$10k-50k
0013000001CAo7jAAD,,2/13/14,$10k-50k
0013000001CAt3SAAT,,1/31/14,$10k-50k
0013000001CAp9CAAT,,1/30/14,$10k-50k
0013000001CAraKAAT,,2/3/14,$10k-50k
0013000001CAub6AAD,Failed,10/4/13,$10k-50k
0013000001CAxV1AAL,Failed,12/15/13,$10k-50k
0013000001CAtRjAAL,,2/3/14,$10k-50k
0013000001CAwybAAD,,2/2/14,$10k-50k
0013000001CAxY5AAL,Failed,10/2/13,$10k-50k
0013000001CAu3dAAD,,2/15/14,$10k-50k
0013000001CAxOjAAL,,1/23/14,$10k-50k
0013000001CB1GVAA1,Failed,10/31/13,$10k-50k
0013000001CB0snAAD,Failed,11/15/13,$10k-50k
0013000001CAzirAAD,Failed,11/26/13,$10k-50k
0013000001CB9GvAAL,Failed,11/15/13,$10k-50k
0013000001CChYdAAL,,1/20/14,$10k-50k
0013000001CB6AjAAL,,2/10/14,$10k-50k
0013000001CB9E6AAL,,2/4/14,$50k-100k
0013000001CBF6TAAX,,1/15/14,$10k-50k
0013000001CBFEcAAP,,12/26/13,$10k-50k
0013000001CBDqgAAH,Failed,10/4/13,$50k-100k
0013000001CBEyqAAH,Failed,12/17/13,$10k-50k
0013000001CBCjZAAX,,2/14/14,$10k-50k
0013000001CBDpTAAX,Failed,10/1/13,$50k-100k
0013000001CBGbIAAX,Failed,10/30/13,$100k-200k
0013000001CBEpKAAX,,1/17/14,$10k-50k
0013000001CBE1PAAX,Failed,11/15/13,$10k-50k
0013000001CBIymAAH,Failed,10/4/13,$10k-50k
0013000001CC0h8AAD,,2/15/14,$100k-200k
0013000001CBNyUAAX,,2/7/14,$10k-50k
0013000001CBIG1AAP,,1/15/14,$10k-50k
0013000001CBJkbAAH,,10/14/13,$10k-50k
0013000001CBJsfAAH,,1/1/14,$10k-50k
0013000001CBQmvAAH,Failed,1/9/14,$10k-50k
0013000001CBUKOAA5,Failed,12/22/13,$50k-100k
0013000001CBTSqAAP,Failed,10/2/13,$10k-50k
0013000001CBQx5AAH,Failed,10/30/13,$10k-50k
0013000001CBQ2xAAH,Failed,11/19/13,$10k-50k
0013000001CBQVaAAP,Failed,11/14/13,$10k-50k
0013000001CBUrIAAX,Failed,10/2/13,$10k-50k
0013000001CBVfHAAX,Failed,9/30/13,$10k-50k
0013000001CBgTuAAL,Failed,9/29/13,$10k-50k
0013000001CBhmxAAD,,2/15/14,$10k-50k
0013000001CBi98AAD,,2/15/14,$10k-50k
0013000001CCQBcAAP,Failed,11/15/13,$10k-50k
0013000001CBeSmAAL,,1/15/14,$100k-200k
0013000001CBnZBAA1,Failed,12/5/13,$50k-100k
0013000001CBnVJAA1,Failed,11/15/13,$10k-50k
0013000001CBo1FAAT,Failed,10/1/13,$10k-50k
0013000001CBmVhAAL,,12/30/13,$10k-50k
0013000001CBlipAAD,Failed,10/15/13,$50k-100k
0013000001CBkGaAAL,Failed,10/15/13,$10k-50k
0013000001CBkJoAAL,Failed,12/15/13,$10k-50k
0013000001CBldaAAD,,2/15/14,$10k-50k
0013000001CBkW9AAL,,12/30/13,$10k-50k
0013000001CBnfEAAT,,2/14/14,$10k-50k
0013000001CBtQlAAL,Failed,11/14/13,$100k-200k
0013000001CBqrbAAD,Failed,10/14/13,$10k-50k
0013000001CBrMUAA1,,1/1/14,$50k-100k
0013000001CBrTQAA1,Failed,11/17/13,$50k-100k
0013000001CBqFmAAL,,1/15/14,$10k-50k
0013000001CBt8DAAT,,1/1/14,$50k-100k
0013000001CBq7OAAT,Failed,10/30/13,$10k-50k
0013000001CBsM6AAL,Failed,12/12/13,$10k-50k
0013000001CBqXRAA1,,2/3/14,$10k-50k
0013000001CBpqNAAT,Failed,10/14/13,$50k-100k
0013000001CBqW9AAL,Failed,11/14/13,$10k-50k
0013000001CBsHBAA1,Failed,12/15/13,$50k-100k
0013000001CBw5FAAT,Failed,12/17/13,$10k-50k
0013000001CBy4TAAT,,2/2/14,$10k-50k
0013000001CByoMAAT,Failed,9/30/13,$10k-50k
0013000001CBuivAAD,Failed,10/12/13,$10k-50k
0013000001CByPbAAL,Failed,11/13/13,$10k-50k
0013000001CBwgVAAT,Failed,12/15/13,$10k-50k
0013000001CBudvAAD,,2/14/14,$10k-50k
0013000001CBuXEAA1,,2/14/14,$10k-50k
0013000001CBxEXAA1,Failed,11/15/13,$10k-50k
0013000001CBzfLAAT,,2/13/14,$10k-50k
0013000001CDz82AAD,,12/31/13,$10k-50k
0013000001CCDG8AAP,,1/16/14,$10k-50k
0013000001CCdsnAAD,Failed,11/15/13,$10k-50k
0013000001CCaKMAA1,Failed,11/14/13,$10k-50k
0013000001CCbaLAAT,Failed,10/22/13,$10k-50k
0013000001CC02KAAT,Failed,12/3/13,$10k-50k
0013000001CCe3gAAD,,12/31/13,$10k-50k
0013000001CCcCgAAL,,2/13/14,$10k-50k
0013000001CCcBEAA1,Failed,10/31/13,$10k-50k
0013000001CCFN6AAP,,1/31/14,$10k-50k
0013000001CCEQeAAP,,1/13/14,$10k-50k
0013000001CCFVKAA5,Failed,10/17/13,$10k-50k
0013000001CCHeSAAX,,1/14/14,$10k-50k
0013000001CCLZsAAP,Failed,10/8/13,$10k-50k
0013000001CCLQvAAP,Failed,10/15/13,$10k-50k
0013000001E79OkAAJ,Failed,11/17/13,$10k-50k
0013000001CCF8BAAX,Failed,11/15/13,$10k-50k
0013000001CCRVdAAP,Failed,12/1/13,$50k-100k
0013000001CCOqcAAH,Failed,10/1/13,$10k-50k
0013000001CCNo1AAH,Failed,10/24/13,$10k-50k
0013000001CCQ9RAAX,Failed,11/21/13,$10k-50k
0013000001CCNRgAAP,,2/14/14,$10k-50k
0013000001CCM8JAAX,Failed,11/15/13,$10k-50k
0013000001CCPWAAA5,Failed,10/13/13,$10k-50k
0013000001CCNcyAAH,,1/15/14,$10k-50k
0013000001CCOURAA5,Failed,12/12/13,$50k-100k
0013000001CCPVHAA5,,1/8/14,$10k-50k
0013000001CCPnpAAH,Failed,10/1/13,$50k-100k
0013000001CCQFPAA5,Failed,9/30/13,$10k-50k
0013000001CCQqpAAH,Failed,11/2/13,$10k-50k
0013000001CCNaxAAH,,2/15/14,$10k-50k
0013000001CCTE8AAP,,2/15/14,$10k-50k
0013000001CCSlDAAX,,1/14/14,$50k-100k
0013000001CCW6RAAX,Failed,10/2/13,$10k-50k
0013000001CCV9KAAX,Failed,11/15/13,$10k-50k
0013000001CCRi8AAH,Failed,10/4/13,$10k-50k
0013000001CCUAlAAP,,2/14/14,$50k-100k
0013000001CCSe1AAH,,2/14/14,$10k-50k
0013000001CCT4DAAX,Failed,11/15/13,$10k-50k
0013000001CCVMiAAP,Failed,10/15/13,$10k-50k
0013000001CCTDtAAP,Failed,12/6/13,$10k-50k
0013000000roxxUAAQ,,2/14/14,$10k-50k
0013000000roxygAAA,Failed,12/15/13,$10k-50k
0013000000roxmEAAQ,,1/13/14,$10k-50k
0013000000rpxaiAAA,,2/18/14,$10k-50k
0013000000rowLVAAY,,1/1/14,$50k-100k
0013000000roy9lAAA,Failed,9/30/13,$10k-50k
0013000000roy2WAAQ,Failed,12/15/13,$10k-50k
0013000000rozjlAAA,,1/15/14,$50k-100k
0013000000rozYTAAY,Failed,10/1/13,$50k-100k
00130000016hYL4AAM,,1/29/14,$10k-50k
00130000016hdeqAAA,,1/27/14,$10k-50k
00130000016hYZVAA2,,1/14/14,$50k-100k
00130000016hUIaAAM,Failed,12/15/13,$50k-100k
00130000016g0SAAAY,Failed,10/31/13,$100k-200k
0013000000rqTYvAAM,Failed,12/4/13,$10k-50k
0013000001CDhzXAAT,,1/31/14,$10k-50k
0013000000rqQjNAAU,,1/19/14,$10k-50k
00130000016hSGIAA2,Failed,10/1/13,$10k-50k
00130000016hSP0AAM,Failed,11/14/13,$100k-200k
0013000000rqF8wAAE,,1/31/14,$10k-50k
0013000000rqKOnAAM,,1/14/14,$50k-100k
0013000000rnHPCAA2,,2/14/14,$10k-50k
0013000000rn5OnAAI,Failed,12/12/13,$10k-50k
00130000016iWYrAAM,,2/21/14,$10k-50k
00130000016hNGsAAM,,2/15/14,$10k-50k
00130000016hIxbAAE,,2/13/14,$10k-50k
00130000016hLzHAAU,,1/31/14,$10k-50k
0013000000hMh9RAAS,Failed,12/15/13,$10k-50k
0013000000rmrfvAAA,,2/16/14,$10k-50k
00130000019nxjYAAQ,Exception,10/12/13,$10k-50k
00130000016k7r7AAA,,2/15/14,$10k-50k
0013000000hK4DpAAK,Failed,11/14/13,$10k-50k
0013000000ZllbhAAB,Failed,10/31/13,$50k-100k
0013000000hKm2KAAS,,2/14/14,$10k-50k
0013000000ZllegAAB,,1/16/14,$10k-50k
0013000001CDsv7AAD,,1/23/14,$10k-50k
0013000000hKyJUAA0,Failed,11/26/13,$10k-50k
00130000016iVNaAAM,Failed,11/7/13,$10k-50k
00130000016h9dVAAQ,,1/15/14,$10k-50k
00130000016hAteAAE,,2/14/14,$10k-50k
00130000016h7cuAAA,Failed,12/15/13,$50k-100k
00130000016h6LnAAI,Failed,12/15/13,$10k-50k
0013000000ZlZTyAAN,,1/3/14,$10k-50k
0013000001FiQwqAAF,,12/31/13,$10k-50k
00130000016h06OAAQ,Failed,10/15/13,$10k-50k
00130000016gwTRAAY,Failed,12/23/13,$50k-100k
0013000001CASNWAA5,Failed,10/14/13,$10k-50k
0013000000ZlyYyAAJ,,1/16/14,$10k-50k
0013000000hK0PXAA0,Failed,10/1/13,$50k-100k
0013000000hK03kAAC,Failed,11/23/13,$10k-50k
00130000016h4qUAAQ,Failed,11/17/13,$10k-50k
0010000000025oiAAA,,2/15/14,$50k-100k
0013000000NSIWjAAP,,12/30/13,$10k-50k
001000000001OuxAAE,,2/15/14,$50k-100k
001000000007WeXAAU,Failed,12/15/13,$50k-100k
001000000008hq4AAA,,1/31/14,$100k-200k
0013000000ZjqjGAAR,Failed,10/2/13,$10k-50k
00100000000G4MxAAK,,2/15/14,$10k-50k
00100000000FTgtAAG,,1/1/14,$100k-200k
00100000000BKTKAA4,Failed,11/14/13,$50k-100k
00100000000YaY3AAK,Failed,10/30/13,$50k-100k
00100000000JqpnAAC,Failed,12/15/13,$100k-200k
00100000000iZl3AAE,Failed,11/15/13,$10k-50k
00100000000kIGbAAM,Failed,12/5/13,$10k-50k
00100000000fvEpAAI,,1/30/14,$10k-50k
00100000000nPsyAAE,Failed,10/2/13,$50k-100k
00100000000t5BzAAI,,1/3/14,$10k-50k
00100000000wPtfAAE,,2/14/14,$50k-100k
001000000012waLAAQ,Failed,10/22/13,$10k-50k
001000000010T0AAAU,,1/31/14,$100k-200k
001000000018359AAA,,1/15/14,$10k-50k
00100000001ANsaAAG,,2/15/14,$10k-50k
00100000001ACYJAA4,,2/15/14,$10k-50k
00100000001DURYAA4,Failed,10/24/13,$10k-50k
00100000001L6tiAAC,,2/15/14,$50k-100k
00100000001L6tkAAC,,1/16/14,$10k-50k
00100000001L6tnAAC,,2/15/14,$50k-100k
00100000001KsQOAA0,,1/12/14,$10k-50k
00100000001KsMDAA0,Failed,11/18/13,$10k-50k
00100000001SAH2AAO,Failed,12/3/13,$50k-100k
00100000001UuuGAAS,,1/16/14,$10k-50k
00100000001T7nvAAC,,2/14/14,$10k-50k
00100000001XzGiAAK,,1/15/14,$50k-100k
00100000001XOpJAAW,,1/31/14,$10k-50k
00100000001ZgnlAAC,,2/2/14,$10k-50k
00100000001ZJacAAG,Failed,10/2/13,$10k-50k
00100000001ZLvDAAW,Failed,12/22/13,$10k-50k
00100000001YPrfAAG,,2/15/14,$100k-200k
00100000001YqDRAA0,,1/15/14,$10k-50k
00100000001YLSyAAO,Failed,10/9/13,$100k-200k
00100000001dYMJAA2,,1/16/14,$10k-50k
00100000001aoL4AAI,,1/1/14,$10k-50k
00100000001eoA8AAI,,1/20/14,$100k-200k
00100000001o8nZAAQ,,2/15/14,$100k-200k
00100000001nTUOAA2,Failed,10/21/13,$10k-50k
00100000001mrjFAAQ,,2/15/14,$100k-200k
00100000001o953AAA,,2/21/14,$50k-100k
00100000001ivfEAAQ,Failed,10/22/13,$50k-100k
00100000001rsa6AAA,,12/31/13,$10k-50k
00100000001u0HyAAI,Failed,10/15/13,$10k-50k
00100000002174TAAQ,Failed,10/2/13,$10k-50k
00100000001wk4BAAQ,Failed,12/10/13,$50k-100k
00100000001wp0qAAA,,1/13/14,$10k-50k
001000000025G2yAAE,Failed,12/22/13,$10k-50k
001000000027hctAAA,Failed,11/12/13,$10k-50k
00100000002D7XnAAK,,2/14/14,$10k-50k
00100000002C4uGAAS,,1/1/14,$10k-50k
0012000000041JgAAI,,10/31/13,$10k-50k
001200000009nCaAAI,,1/31/14,$10k-50k
00130000000BVIdAAO,Failed,10/2/13,$50k-100k
00130000016jwsGAAQ,,1/16/14,$10k-50k
00130000000Bhs6AAC,,2/15/14,$10k-50k
001300000009QZqAAM,,2/10/14,$10k-50k
00130000000IW5dAAG,Failed,11/23/13,$10k-50k
00130000000GL5GAAW,,1/23/14,$10k-50k
00130000000KcK9AAK,,1/13/14,$100k-200k
00130000000LUYUAA4,Failed,12/12/13,$10k-50k
00130000000LyBLAA0,,2/21/14,$10k-50k
00130000000OcBFAA0,,12/24/13,$10k-50k
00130000000NakeAAC,,2/14/14,$100k-200k
00130000000UKHLAA4,Failed,10/15/13,$10k-50k
00130000000U5tCAAS,,11/24/13,$10k-50k
00130000000cXxpAAE,,2/4/14,$50k-100k
00130000000b3ZBAAY,,1/21/14,$10k-50k
00130000000hMReAAM,Failed,12/3/13,$10k-50k
00130000000gABWAA2,,1/28/14,$10k-50k
00130000000e4t2AAA,,2/15/14,$50k-100k
00130000000nXzOAAU,Failed,10/31/13,$10k-50k
0013000001CCg8OAAT,Failed,9/30/13,$50k-100k
00130000016ioD8AAI,,1/15/14,$10k-50k
001300000017xD0AAI,Failed,10/15/13,$50k-100k
001300000011MApAAM,Failed,10/15/13,$10k-50k
00130000001BefeAAC,Failed,11/14/13,$10k-50k
00130000001CALFAA4,Failed,12/18/13,$10k-50k
00130000001Gdf0AAC,,2/13/14,$10k-50k
00130000001CyNHAA0,Failed,11/14/13,$100k-200k
00130000001LjEDAA0,,1/15/14,$10k-50k
00130000001INSPAA4,,12/31/13,$10k-50k
00130000001IE69AAG,,1/8/14,$10k-50k
00130000001SdZkAAK,,2/14/14,$10k-50k
00130000001PZsdAAG,,1/10/14,$10k-50k
00130000001ZE4sAAG,,1/15/14,$10k-50k
00130000001UmymAAC,,2/2/14,$10k-50k
00130000001eqlOAAQ,,10/15/13,$100k-200k
00130000001epWvAAI,Failed,10/3/13,$10k-50k
00130000001bzJ2AAI,,12/31/13,$10k-50k
00130000001j2vhAAA,,12/31/13,$100k-200k
00130000002VluYAAS,Failed,10/1/13,$10k-50k
00130000002c5FKAAY,Failed,11/2/13,$10k-50k
00130000002YpIbAAK,,2/14/14,$100k-200k
00130000002ESGnAAO,,1/31/14,$10k-50k
00130000002GCQrAAO,,2/15/14,$10k-50k
001300000027RI7AAM,,2/7/14,$10k-50k
0013000000RZKGOAA5,,2/2/14,$10k-50k
001300000026OpQAAU,Failed,11/14/13,$50k-100k
001300000028VwDAAU,Failed,12/14/13,$100k-200k
001300000026v4UAAQ,Failed,11/14/13,$10k-50k
00130000001ycNyAAI,Failed,10/31/13,$50k-100k
001300000020614AAA,,2/15/14,$100k-200k
001300000021cnYAAQ,Failed,10/14/13,$10k-50k
00130000001x4FPAAY,,1/8/14,$10k-50k
00130000002x9mqAAA,,2/10/14,$10k-50k
00130000002xAQfAAM,Failed,11/15/13,$100k-200k
00130000002x9CQAAY,,1/12/14,$10k-50k
00130000002x8rZAAQ,,1/31/14,$10k-50k
00130000002x8mtAAA,Failed,11/19/13,$10k-50k
0013000001CCgP0AAL,Failed,10/2/13,$10k-50k
00130000002x9KXAAY,,11/2/13,$10k-50k
00130000002x8KvAAI,,2/15/14,$10k-50k
0013000000NT20eAAD,,1/8/14,$10k-50k
00130000002x8X9AAI,Failed,12/20/13,$10k-50k
00130000002wwVOAAY,Failed,12/5/13,$10k-50k
00130000002x8ZDAAY,,2/21/14,$10k-50k
00130000002nB0fAAE,Failed,10/1/13,$50k-100k
0013000000rmuZ1AAI,,2/15/14,$10k-50k
00130000002xCmMAAU,Failed,10/24/13,$10k-50k
00130000002xCV7AAM,,2/18/14,$100k-200k
00130000002xC71AAE,,1/31/14,$10k-50k
00130000002xHfCAAU,Failed,10/15/13,$10k-50k
00130000002xHk4AAE,Failed,12/1/13,$50k-100k
00130000002xHGYAA2,Failed,10/2/13,$10k-50k
00130000002xHXrAAM,,1/31/14,$100k-200k
0013000000RZy78AAD,Failed,10/5/13,$10k-50k
00130000002xGm4AAE,Failed,10/16/13,$10k-50k
00130000002xEtRAAU,Failed,10/1/13,$10k-50k
00130000002xKFpAAM,,1/14/14,$10k-50k
00130000002xIrcAAE,,1/14/14,$10k-50k
00130000002xJFZAA2,,2/13/14,$10k-50k
00130000002xIv0AAE,,2/13/14,$10k-50k
00130000002xJVJAA2,,2/14/14,$10k-50k
00130000002xJL9AAM,,2/2/14,$10k-50k
00130000002xJBQAA2,Failed,11/15/13,$50k-100k
00130000002xIbFAAU,Failed,12/1/13,$100k-200k
00130000002xIO0AAM,Failed,10/3/13,$10k-50k
00130000002xIAJAA2,Failed,10/14/13,$50k-100k
00130000002xXinAAE,Failed,10/31/13,$50k-100k
00130000002xX10AAE,,2/7/14,$10k-50k
00130000002xY9lAAE,,1/16/14,$10k-50k
00130000002xY2PAAU,Failed,11/11/13,$10k-50k
00130000002xWYVAA2,,1/1/14,$10k-50k
00130000002xWImAAM,,2/14/14,$10k-50k
00130000002xVueAAE,,1/15/14,$10k-50k
00130000002xUrWAAU,Failed,11/15/13,$100k-200k
00130000002xTwqAAE,,2/10/14,$10k-50k
00130000002xU6yAAE,,1/27/14,$10k-50k
00130000002xUr8AAE,Failed,12/14/13,$10k-50k
00130000002xbXdAAI,Failed,11/14/13,$10k-50k
00130000002xc4CAAQ,,2/14/14,$50k-100k
00130000002xbXxAAI,Failed,11/17/13,$100k-200k
00130000002xcOoAAI,,1/10/14,$10k-50k
00130000002xc7vAAA,,1/31/14,$100k-200k
00130000002xbkZAAQ,Failed,12/1/13,$10k-50k
00130000002xbwvAAA,Failed,10/2/13,$10k-50k
00130000002xbL7AAI,,12/31/13,$100k-200k
00130000002xbLdAAI,,1/15/14,$50k-100k
00130000002xbCwAAI,,2/21/14,$50k-100k
00130000002xaEZAAY,,2/7/14,$10k-50k
00130000002xZaAAAU,,1/2/14,$10k-50k
00130000002xZrkAAE,Failed,11/14/13,$100k-200k
00130000002xaDQAAY,,2/15/14,$100k-200k
00130000002xYXOAA2,Failed,9/30/13,$10k-50k
00130000002xZMeAAM,Failed,12/5/13,$10k-50k
00130000002xZJDAA2,,1/15/14,$100k-200k
00130000003MXKBAA4,,2/14/14,$100k-200k
00130000002zP3kAAE,,1/3/14,$50k-100k
00130000002xdz0AAA,,1/15/14,$10k-50k
00130000002xdh4AAA,,12/30/13,$10k-50k
00130000002xdMzAAI,,2/15/14,$50k-100k
00130000002xdRgAAI,Failed,10/31/13,$100k-200k
00130000002xdIAAAY,Failed,11/14/13,$50k-100k
00130000002xd1XAAQ,,2/15/14,$10k-50k
00130000002xcTYAAY,Failed,10/24/13,$10k-50k
00130000002xcXTAAY,Failed,12/21/13,$10k-50k
00130000004NyAuAAK,,12/1/13,$10k-50k
00130000004IFaiAAG,,1/29/14,$10k-50k
00130000004NnFFAA0,,2/14/14,$50k-100k
00130000004NnprAAC,,1/23/14,$10k-50k
00130000004IG2gAAG,Failed,12/17/13,$100k-200k
00130000004GZ2TAAW,Failed,1/17/14,$100k-200k
0013000000RZCEuAAP,,1/23/14,$10k-50k
001300000049XBjAAM,,2/14/14,$10k-50k
0013000000RXKTRAA5,Failed,10/4/13,$10k-50k
00130000004EURoAAO,Failed,10/2/13,$10k-50k
00130000004DKvXAAW,Failed,10/31/13,$10k-50k
00130000003tNbGAAU,Failed,12/15/13,$10k-50k
0013000000Zio4PAAR,,1/15/14,$10k-50k
001300000044qPTAAY,,2/14/14,$10k-50k
00130000003S2NMAA0,,2/14/14,$50k-100k
00130000003hsPyAAI,,12/20/13,$50k-100k
00130000005IUqnAAG,,2/24/14,$10k-50k
00130000004tNFYAA2,Failed,10/19/13,$50k-100k
00130000004ZHkeAAG,,1/31/14,$10k-50k
00130000004aDt7AAE,,1/28/14,$10k-50k
00130000004ZRImAAO,,2/15/14,$10k-50k
00130000004P4bhAAC,,1/31/14,$10k-50k
00130000007as62AAA,,1/20/14,$50k-100k
00130000007m79ZAAQ,,1/1/14,$10k-50k
001300000075kcvAAA,,12/31/13,$10k-50k
001300000071jyOAAQ,,1/20/14,$10k-50k
001300000076wjxAAA,Failed,12/6/13,$10k-50k
00130000006P7nqAAC,Failed,11/26/13,$10k-50k
00130000006ZQiAAAW,Failed,11/15/13,$50k-100k
00130000008ebEpAAI,,2/15/14,$10k-50k
00130000008FBzmAAG,,2/15/14,$10k-50k
0013000001CDOb7AAH,,1/16/14,$10k-50k
00130000008EwAQAA0,Failed,10/31/13,$100k-200k
00130000007x2iGAAQ,Failed,11/15/13,$10k-50k
001300000088QY0AAM,,2/15/14,$50k-100k
